[0, 0, 0.0, 0, 0.00032009101576275297, 0.00146484375]
[0, 287.4665197896966, 447.65425530619746, 0, 0.0003316786728407207, 0.003326416015625]
[0, 902.0227269864102, 1055.175857703653, 0, 0.00034491160641545837, 0.007568359375]
[0, 472.95877198758035, 702.2479597787711, 1, 0.0003549993822449132, 0.00897216796875]
[6, 817.0220315266902, 1552.997382098457, 1, 0.0013301586922334165, 0.050750732421875]
[6, 386.87077946001557, 542.010082732497, 1, 0.001283350277621791, 0.050750732421875]
[1, 155.66630977832037, 223.30618367894604, 1, 0.0013063216158248835, 0.050750732421875]
[11, 105.41821474489122, 971.8812348070194, 2, 0.0024351710146600074, 0.050750732421875]
[4, 630.8985655396594, 820.110716821852, 2, 0.0026150597739465456, 0.050750732421875]
[6, 316.89272632864265, 1493.56874580689, 1, 0.0026272222066458803, 0.050750732421875]
[0, 13.341664064126334, 16.0, 0, 0.0006762958235210843, 0.005859375]
[0, 105.00476179678711, 282.53515074398604, 0, 0.0006347321844720221, 0.005859375]
[0, 32.7566787083184, 37.82842712474619, 0, 0.0006269789659059965, 0.005859375]
[0, 136.2974687952788, 155.7624517092407, 0, 0.0005688205172743978, 0.005859375]
[0, 395.12656200260693, 539.7521366140328, 0, 0.0005489596814820261, 0.005859375]
[0, 74.54528824815154, 191.30713578936528, 0, 0.0005494147539138794, 0.01104736328125]
[3, 0, 0.0, 0, 0.0005390383706626479, 0.01104736328125]
[7, 0, 0.0, 0, 0.0005324973335748987, 0.01104736328125]
[3, 0, 0.0, 0, 0.0005239627501937781, 0.01104736328125]
[3, 0, 0.0, 0, 0.000536298271390593, 0.01104736328125]
[6, 0, 0.0, 0, 0.0005448077308776995, 0.01104736328125]
[1, 215.05813167606567, 229.59062255185555, 0, 0.0005328481552235986, 0.01104736328125]
[0, 344.81879299133334, 646.4649639406767, 0, 0.0005365208110846507, 0.0147705078125]
[0, 263.48624252510797, 290.0870070295774, 0, 0.0005266663717749321, 0.0147705078125]
[0, 264.31988196123274, 1194.783238927848, 0, 0.0005213048365626729, 0.0147705078125]
[0, 363.3689584981084, 1102.22179653818, 0, 0.0005233195386355437, 0.0147705078125]
[0, 38.41874542459709, 49.31370849898476, 0, 0.0005320150699416501, 0.0147705078125]
[0, 0, 0.0, 0, 0.0005524187359247315, 0.0147705078125]
[0, 214.6928037918365, 240.47734635334518, 0, 0.0005659160620354592, 0.0147705078125]
